npi,deactivation_date,source
1306013636,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1275705295,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1225205297,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1003089947,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1467620104,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1356514806,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1497937627,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1043488521,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1336323666,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1639357270,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1871773374,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1598949380,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1467630756,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1164616041,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1902091895,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1083893754,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1205022548,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1477742104,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1376735381,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1578755229,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1386837961,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1083806194,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1508058462,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1093914749,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1851599799,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1316145949,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1962692301,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1891985024,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1164633152,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1316158017,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1740487701,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1619186384,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1316154727,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1386851475,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1679782296,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1558574277,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1801008321,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1376755934,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1457564023,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1003029489,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1841402823,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1841403219,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1740493535,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1568684272,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1730309386,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1093935694,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1063633543,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1467672493,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1730307885,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1730300393,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1912124025,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1982828075,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1205051836,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1821213448,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1740404094,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1528283868,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1528281342,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1790900595,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1730200213,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1821119165,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1881714335,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1952421588,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1669594958,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1225157738,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1467570333,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1992823181,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1871610915,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1508981580,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1427172915,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1902921893,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1144344623,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1851415749,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1487787776,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1558485656,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1821122490,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1710018494,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1497889802,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1740317403,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1114054764,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1750410544,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1396871950,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1073641528,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1013046275,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1780719062,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1154465730,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1427192830,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1447385042,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1104960509,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1861527590,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1316082019,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1699818021,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1104960418,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1073648986,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1073655148,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1922142058,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1598805442,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1881735611,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1326180985,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1205975059,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1790824761,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1669510285,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1699817130,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1407994189,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1508904327,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1114065984,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1487709515,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1407992092,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1427104447,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1780738187,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1073669206,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1205989340,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1679626907,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1285786822,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1760532048,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1053462572,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1114077401,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1760530422,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1174677967,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1457400582,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1801945241,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1053477901,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1770640310,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1528117587,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1871658500,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1083778138,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1821152018,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1396807020,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1659433811,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1770646580,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1386712776,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1730240375,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1326106717,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1821164559,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1366517955,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1447325634,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1710053921,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1154496073,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1629142567,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1942376660,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1770657496,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1760556765,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1427122985,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1568532992,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1881766863,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1285705889,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1932278405,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1972675692,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1952471765,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1548332927,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1174600027,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1134207228,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1033297510,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1770665549,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1730263088,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1972681161,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1164505079,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1437232204,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1609956325,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1992886980,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1104906601,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1831271519,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1679653836,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1306934542,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1598852311,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1306932561,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1538256474,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1396839288,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1013000520,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1568555167,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1174616213,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1427140987,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1952493603,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1013000132,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1770684946,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1508966516,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1700987161,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1134210990,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1316047384,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1386735314,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1699875856,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1700984135,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1316048036,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1720184203,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1669578530,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1013014125,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1497858807,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1518078922,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1639271463,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1225149065,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1295846467,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1043327810,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1972611424,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1487760633,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1124134689,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1346356540,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1235141003,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1154435907,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1386656361,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1215948674,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1346251881,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1467461988,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1164434478,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1629088240,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1427068725,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1982610424,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1194732651,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1255341004,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1164439410,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1639186976,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1215943220,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1003820390,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1114941440,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1154345197,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1588687032,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1003839648,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1306866041,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1225055023,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1740201342,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1376569947,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1710903067,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1316963275,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1902830482,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1033141726,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1124052097,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1104857382,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1699707869,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1235169152,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1649201419,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1053341925,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1841229382,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1467484840,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1881624419,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1851320626,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1346278280,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1295763605,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1710915947,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1467489476,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1972539856,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1164465464,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1982647897,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1760427918,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1487696639,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1841233285,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1093757205,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1760424402,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1679514152,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1497796064,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1457392037,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1740221001,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1508805110,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1134169329,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1891733655,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1013954205,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1891732509,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1356389084,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1598710162,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1508812827,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1245285568,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1003869488,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1497707459,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1558314245,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1750332433,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1922050152,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1750330668,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1407808975,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1396703260,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1518924265,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1710945084,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1336106921,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1649237512,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1154386183,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1952368151,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1255397881,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1407812837,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1568427979,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1780649251,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1477518017,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1649233594,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1275593659,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1285695239,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1689634032,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1891755492,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1255390407,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1750341350,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1730158833,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1639148513,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1588630982,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1649247156,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1962475913,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1063486744,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1144295056,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1992777593,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1831161512,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1689647851,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1649242843,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1407827728,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1235109752,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1770553851,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1366421935,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1003895665,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1386622348,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1780664821,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1700864188,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1265418768,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1558348474,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1174506950,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1861475733,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1336122530,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1164413357,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1578544805,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1073503819,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1932198207,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1245228634,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1265420707,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1891782884,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1376530667,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1669466470,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1912990219,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1124012430,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1497757025,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1386645331,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1144222712,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1194724369,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1023016813,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1073512547,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1508863556,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1336146687,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1336145390,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1922005370,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1730184805,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1215930532,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1255334835,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1255334272,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1811864135,05/28/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1770107401,05/27/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1679342851,05/27/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1407287147,05/27/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1528674785,05/27/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1760722722,05/27/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1184047029,05/27/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1538583430,05/27/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1568040806,05/27/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1376406124,05/27/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1346095361,05/27/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1851145759,05/27/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1346937075,05/27/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1831843010,05/27/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1750949749,05/27/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1548999691,05/27/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1609631399,05/27/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1811103401,05/27/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1518168996,05/27/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1730684283,05/27/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1528550548,05/27/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1093799405,05/27/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1386659241,05/27/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1568165223,05/27/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
1669726352,05/27/2026,CMS NPPES Monthly Deactivation V.2 2026-06-08
